ID,CREATE DATE,STATUS,PRIORITY,GEORAPHY,CLOSE DATE,AGE,Description
INC003219,2023-03-16,Closed,P3,US,2023-03-16,0,Desc for INC003219
INC003220,2023-01-22,Closed,P1,US,2023-01-27,5,Desc for INC003220
INC003221,2023-01-19,Closed,P4,Europe,2023-02-08,20,Desc for INC003221
INC003222,2023-01-28,Closed,P4,US,2023-01-29,1,Desc for INC003222
INC003223,2023-06-09,New,P3,Europe,,41,Desc for INC003223
INC003224,2022-12-24,New,P2,US,,208,Desc for INC003224
INC003225,2022-12-23,New,P2,US,,209,Desc for INC003225
INC003226,2023-01-09,New,P3,US,,192,Desc for INC003226
INC003227,2023-03-27,Closed,P3,US,2023-03-27,0,Desc for INC003227
INC003228,2023-02-07,Closed,P1,US,2023-02-12,5,Desc for INC003228
INC003229,2023-05-10,WIP,P2,US,,71,Desc for INC003229
INC003230,2023-02-25,Closed,P2,Asia,2023-02-25,0,Desc for INC003230
INC003231,2023-03-27,WIP,P4,US,,115,Desc for INC003231
INC003232,2023-03-20,Closed,P1,US,2023-03-28,8,Desc for INC003232
INC003233,2023-02-11,New,P4,Asia,,159,Desc for INC003233
INC003234,2023-05-30,New,P3,US,,51,Desc for INC003234
INC003235,2022-12-12,Closed,P4,Asia,2022-12-12,0,Desc for INC003235
INC003236,2022-12-11,Closed,P1,US,2022-12-28,17,Desc for INC003236
INC003237,2023-02-14,Closed,P2,US,2023-02-14,0,Desc for INC003237
INC003238,2023-02-20,New,P2,US,,150,Desc for INC003238
INC003239,2023-02-04,Closed,P1,US,2023-02-13,9,Desc for INC003239
INC003240,2023-04-23,New,P1,US,,88,Desc for INC003240
INC003241,2023-01-24,Closed,P1,US,2023-01-30,6,Desc for INC003241
INC003242,2023-04-16,New,P2,US,,95,Desc for INC003242
INC003243,2022-12-28,WIP,P2,US,,204,Desc for INC003243
INC003244,2023-03-01,New,P2,US,,141,Desc for INC003244
INC003245,2022-11-28,Closed,P1,US,2022-12-01,3,Desc for INC003245
INC003246,2022-12-25,Closed,P2,Asia,2022-12-27,2,Desc for INC003246
INC003247,2023-01-18,New,P3,US,,183,Desc for INC003247
INC003248,2023-04-18,Closed,P4,US,2023-04-27,9,Desc for INC003248
INC003249,2023-04-09,New,P1,US,,102,Desc for INC003249
INC003250,2023-04-03,WIP,P1,US,,108,Desc for INC003250
INC003251,2023-05-06,Closed,P4,US,2023-05-09,3,Desc for INC003251
INC003252,2023-04-01,WIP,P4,US,,110,Desc for INC003252
INC003253,2023-04-20,New,P2,Asia,,91,Desc for INC003253
INC003254,2023-05-29,New,P1,Europe,,52,Desc for INC003254
INC003255,2023-03-10,Closed,P4,US,2023-03-20,10,Desc for INC003255
INC003256,2023-01-12,New,P3,Asia,,189,Desc for INC003256
INC003257,2023-05-29,New,P2,Europe,,52,Desc for INC003257
INC003258,2023-04-08,Closed,P4,Europe,2023-04-10,2,Desc for INC003258
INC003259,2022-12-24,New,P3,Europe,,208,Desc for INC003259
INC003260,2023-04-20,WIP,P2,US,,91,Desc for INC003260
INC003261,2023-03-12,WIP,P2,US,,130,Desc for INC003261
INC003262,2022-11-27,Closed,P4,Asia,2022-12-08,11,Desc for INC003262
INC003263,2023-06-01,New,P1,US,,49,Desc for INC003263
INC003264,2023-05-08,Closed,P1,US,2023-05-12,4,Desc for INC003264
INC003265,2023-03-25,Closed,P2,Asia,2023-03-27,2,Desc for INC003265
INC003266,2023-02-07,Closed,P2,Europe,2023-02-12,5,Desc for INC003266
INC003267,2022-12-04,Closed,P4,US,2022-12-04,0,Desc for INC003267
INC003268,2023-01-22,Closed,P4,US,2023-01-28,6,Desc for INC003268
INC003269,2023-06-02,WIP,P4,Europe,,48,Desc for INC003269
INC003270,2023-05-06,Closed,P2,Europe,2023-05-08,2,Desc for INC003270
INC003271,2023-03-17,New,P4,Europe,,125,Desc for INC003271
INC003272,2023-04-11,Closed,P2,US,2023-04-12,1,Desc for INC003272
INC003273,2023-04-19,Closed,P1,Europe,2023-04-30,11,Desc for INC003273
INC003274,2023-05-23,New,P1,US,,58,Desc for INC003274
INC003275,2023-03-06,New,P2,US,,136,Desc for INC003275
INC003276,2023-03-07,New,P2,US,,135,Desc for INC003276
INC003277,2022-11-28,New,P1,US,,234,Desc for INC003277
INC003278,2023-04-06,New,P2,US,,105,Desc for INC003278
INC003279,2022-12-08,Closed,P2,Asia,2022-12-11,3,Desc for INC003279
INC003280,2023-01-04,New,P1,Asia,,197,Desc for INC003280
INC003281,2022-12-13,Closed,P4,US,2022-12-18,5,Desc for INC003281
INC003282,2023-02-19,WIP,P3,US,,151,Desc for INC003282
INC003283,2023-01-11,New,P4,Asia,,190,Desc for INC003283
INC003284,2023-02-10,Closed,P2,Europe,2023-03-02,20,Desc for INC003284
INC003285,2023-01-15,Closed,P1,US,2023-01-20,5,Desc for INC003285
INC003286,2023-02-23,WIP,P4,US,,147,Desc for INC003286
INC003287,2023-05-13,WIP,P4,Europe,,68,Desc for INC003287
INC003288,2023-02-06,Closed,P1,US,2023-02-16,10,Desc for INC003288
INC003289,2023-05-27,New,P2,US,,54,Desc for INC003289
INC003290,2023-03-12,New,P3,Asia,,130,Desc for INC003290
INC003291,2023-02-05,New,P2,Asia,,165,Desc for INC003291
INC003292,2023-04-07,Closed,P4,Europe,2023-04-20,13,Desc for INC003292
INC003293,2023-04-29,New,P2,Asia,,82,Desc for INC003293
INC003294,2023-01-18,WIP,P4,US,,183,Desc for INC003294
INC003295,2023-02-14,WIP,P2,US,,156,Desc for INC003295
INC003296,2023-04-17,New,P1,Europe,,94,Desc for INC003296
INC003297,2023-02-14,New,P4,US,,156,Desc for INC003297
INC003298,2022-12-01,New,P3,US,,231,Desc for INC003298
INC003299,2023-05-12,New,P4,Europe,,69,Desc for INC003299
INC003300,2023-03-03,Closed,P2,Europe,2023-03-07,4,Desc for INC003300
INC003301,2023-04-08,WIP,P1,Asia,,103,Desc for INC003301
INC003302,2023-05-17,Closed,P2,US,2023-05-17,0,Desc for INC003302
INC003303,2023-05-25,New,P3,Europe,,56,Desc for INC003303
INC003304,2023-01-03,Closed,P4,Europe,2023-01-06,3,Desc for INC003304
INC003305,2022-12-24,Closed,P3,US,2022-12-30,6,Desc for INC003305
INC003306,2023-06-07,New,P4,Europe,,43,Desc for INC003306
INC003307,2023-02-04,New,P1,Asia,,166,Desc for INC003307
INC003308,2023-02-14,New,P1,US,,156,Desc for INC003308
INC003309,2022-12-04,New,P2,Asia,,228,Desc for INC003309
INC003310,2023-04-10,Closed,P4,US,2023-04-20,10,Desc for INC003310
INC003311,2023-04-12,Closed,P2,US,2023-04-19,7,Desc for INC003311
INC003312,2023-03-28,New,P2,US,,114,Desc for INC003312
INC003313,2023-02-24,New,P2,US,,146,Desc for INC003313
INC003314,2023-04-25,New,P2,Europe,,86,Desc for INC003314
INC003315,2022-12-07,WIP,P2,Europe,,225,Desc for INC003315
INC003316,2023-04-26,New,P4,Europe,,85,Desc for INC003316
INC003317,2023-03-13,New,P4,US,,129,Desc for INC003317
INC003318,2023-04-25,New,P1,US,,86,Desc for INC003318
INC003319,2023-05-19,New,P2,US,,62,Desc for INC003319
INC003320,2023-04-25,WIP,P3,Europe,,86,Desc for INC003320
INC003321,2023-04-07,New,P3,US,,104,Desc for INC003321
INC003322,2023-01-05,New,P1,Asia,,196,Desc for INC003322
INC003323,2023-02-09,New,P4,US,,161,Desc for INC003323
INC003324,2023-04-30,New,P3,US,,81,Desc for INC003324
INC003325,2022-12-07,New,P3,Europe,,225,Desc for INC003325
INC003326,2023-04-10,WIP,P3,US,,101,Desc for INC003326
INC003327,2023-05-21,New,P4,Asia,,60,Desc for INC003327
INC003328,2023-02-20,Closed,P2,Europe,2023-03-04,12,Desc for INC003328
INC003329,2023-02-20,Closed,P2,Europe,2023-02-21,1,Desc for INC003329
INC003330,2022-12-09,New,P4,US,,223,Desc for INC003330
INC003331,2023-04-29,Closed,P2,US,2023-05-11,12,Desc for INC003331
INC003332,2022-12-14,Closed,P4,Asia,2022-12-15,1,Desc for INC003332
INC003333,2023-03-28,New,P3,US,,114,Desc for INC003333
INC003334,2023-04-28,New,P2,US,,83,Desc for INC003334
INC003335,2023-01-16,New,P2,US,,185,Desc for INC003335
INC003336,2023-04-18,Closed,P3,US,2023-04-23,5,Desc for INC003336
INC003337,2023-01-27,Closed,P1,US,2023-01-28,1,Desc for INC003337
INC003338,2022-12-12,Closed,P3,US,2022-12-19,7,Desc for INC003338
INC003339,2023-05-20,New,P2,US,,61,Desc for INC003339
INC003340,2023-01-30,Closed,P2,US,2023-01-30,0,Desc for INC003340
INC003341,2023-01-04,Closed,P3,Asia,2023-01-06,2,Desc for INC003341
INC003342,2023-02-28,New,P2,US,,142,Desc for INC003342
INC003343,2022-12-27,New,P4,Europe,,205,Desc for INC003343
INC003344,2022-12-29,New,P3,US,,203,Desc for INC003344
INC003345,2023-03-16,New,P4,US,,126,Desc for INC003345
INC003346,2023-04-16,New,P3,Asia,,95,Desc for INC003346
INC003347,2023-01-04,WIP,P2,Asia,,197,Desc for INC003347
INC003348,2023-03-21,New,P2,US,,121,Desc for INC003348
INC003349,2023-05-24,New,P4,US,,57,Desc for INC003349
INC003350,2023-06-07,Closed,P1,US,2023-06-09,2,Desc for INC003350
INC003351,2023-03-19,Closed,P2,Europe,2023-03-31,12,Desc for INC003351
INC003352,2023-05-10,WIP,P2,US,,71,Desc for INC003352
INC003353,2023-04-07,New,P2,US,,104,Desc for INC003353
INC003354,2023-03-10,New,P2,Asia,,132,Desc for INC003354
INC003355,2023-02-13,Closed,P1,US,2023-02-18,5,Desc for INC003355
INC003356,2023-04-08,WIP,P2,Asia,,103,Desc for INC003356
INC003357,2022-12-09,Closed,P2,US,2022-12-11,2,Desc for INC003357
INC003358,2023-06-10,WIP,P4,US,,40,Desc for INC003358
INC003359,2023-05-30,WIP,P3,Asia,,51,Desc for INC003359
INC003360,2022-12-07,WIP,P4,US,,225,Desc for INC003360
INC003361,2023-01-18,WIP,P2,Europe,,183,Desc for INC003361
INC003362,2023-03-31,WIP,P2,Asia,,111,Desc for INC003362
INC003363,2023-04-10,New,P1,Asia,,101,Desc for INC003363
INC003364,2023-04-14,New,P2,Europe,,97,Desc for INC003364
INC003365,2023-02-04,New,P4,Europe,,166,Desc for INC003365
INC003366,2023-04-26,Closed,P1,Asia,2023-04-30,4,Desc for INC003366
INC003367,2023-04-11,Closed,P4,Asia,2023-04-13,2,Desc for INC003367
INC003368,2023-04-02,Closed,P2,US,2023-04-05,3,Desc for INC003368
INC003369,2022-12-19,Closed,P3,US,2022-12-20,1,Desc for INC003369
INC003370,2023-03-28,Closed,P4,US,2023-04-05,8,Desc for INC003370
INC003371,2023-01-05,New,P2,US,,196,Desc for INC003371
INC003372,2023-01-28,Closed,P2,Asia,2023-01-30,2,Desc for INC003372
INC003373,2023-03-15,New,P1,US,,127,Desc for INC003373
INC003374,2023-02-20,Closed,P2,US,2023-03-07,15,Desc for INC003374
INC003375,2023-03-11,New,P3,US,,131,Desc for INC003375
INC003376,2022-12-17,WIP,P1,Asia,,215,Desc for INC003376
INC003377,2022-11-28,Closed,P2,Europe,2022-11-28,0,Desc for INC003377
INC003378,2023-01-26,New,P1,US,,175,Desc for INC003378
INC003379,2023-01-20,WIP,P2,US,,181,Desc for INC003379
INC003380,2022-12-15,New,P1,Asia,,217,Desc for INC003380
INC003381,2023-04-02,Closed,P4,US,2023-04-12,10,Desc for INC003381
INC003382,2023-02-20,New,P2,Asia,,150,Desc for INC003382
INC003383,2023-03-29,Closed,P4,US,2023-04-10,12,Desc for INC003383
INC003384,2023-03-23,WIP,P4,US,,119,Desc for INC003384
INC003385,2023-05-24,Closed,P1,US,2023-05-29,5,Desc for INC003385
INC003386,2023-02-04,WIP,P4,Europe,,166,Desc for INC003386
INC003387,2022-12-07,WIP,P1,Asia,,225,Desc for INC003387
INC003388,2023-05-24,WIP,P2,US,,57,Desc for INC003388
INC003389,2023-03-01,Closed,P1,Europe,2023-03-07,6,Desc for INC003389
INC003390,2023-06-12,Closed,P2,Europe,2023-06-11,-1,Desc for INC003390
INC003391,2023-06-04,Closed,P2,Asia,2023-06-11,7,Desc for INC003391
INC003392,2023-04-24,Closed,P1,US,2023-05-03,9,Desc for INC003392
INC003393,2022-12-23,Closed,P3,US,2022-12-23,0,Desc for INC003393
INC003394,2022-12-21,WIP,P3,US,,211,Desc for INC003394
INC003395,2023-02-06,WIP,P3,US,,164,Desc for INC003395
INC003396,2023-04-24,Closed,P2,Europe,2023-04-27,3,Desc for INC003396
INC003397,2023-06-04,New,P2,US,,46,Desc for INC003397
INC003398,2023-05-29,Closed,P2,US,2023-06-02,4,Desc for INC003398
INC003399,2023-04-04,WIP,P2,US,,107,Desc for INC003399
INC003400,2023-02-24,New,P1,US,,146,Desc for INC003400
INC003401,2023-06-02,Closed,P2,Europe,2023-06-02,0,Desc for INC003401
INC003402,2023-04-01,New,P2,Europe,,110,Desc for INC003402
INC003403,2023-03-23,New,P2,US,,119,Desc for INC003403
INC003404,2023-03-26,New,P3,US,,116,Desc for INC003404
INC003405,2022-11-24,New,P4,Asia,,238,Desc for INC003405
INC003406,2023-02-14,Closed,P3,US,2023-02-16,2,Desc for INC003406
INC003407,2023-02-14,New,P3,US,,156,Desc for INC003407
INC003408,2022-12-20,WIP,P2,US,,212,Desc for INC003408
INC003409,2022-11-30,New,P4,Europe,,232,Desc for INC003409
INC003410,2023-01-02,Closed,P1,Asia,2023-01-11,9,Desc for INC003410
INC003411,2023-02-22,Closed,P2,Europe,2023-02-23,1,Desc for INC003411
INC003412,2023-04-20,New,P3,US,,91,Desc for INC003412
INC003413,2023-02-07,New,P1,US,,163,Desc for INC003413
INC003414,2022-12-05,New,P2,Europe,,227,Desc for INC003414
INC003415,2023-02-05,Closed,P3,US,2023-02-05,0,Desc for INC003415
INC003416,2022-12-30,Closed,P2,Europe,2022-12-30,0,Desc for INC003416
INC003417,2023-03-12,New,P1,US,,130,Desc for INC003417
INC003418,2022-12-09,Closed,P4,Asia,2022-12-10,1,Desc for INC003418
INC003419,2023-04-05,Closed,P2,Europe,2023-04-09,4,Desc for INC003419
INC003420,2023-05-18,New,P3,Europe,,63,Desc for INC003420
INC003421,2023-03-19,New,P2,US,,123,Desc for INC003421
INC003422,2023-06-12,WIP,P4,Asia,,38,Desc for INC003422
INC003423,2023-04-16,Closed,P2,US,2023-04-26,10,Desc for INC003423
INC003424,2023-01-27,Closed,P3,US,2023-01-30,3,Desc for INC003424
INC003425,2023-02-14,Closed,P1,US,2023-02-25,11,Desc for INC003425
INC003426,2022-12-20,Closed,P1,US,2022-12-21,1,Desc for INC003426
INC003427,2023-04-16,Closed,P1,Europe,2023-04-20,4,Desc for INC003427
INC003428,2023-05-04,Closed,P4,Asia,2023-05-05,1,Desc for INC003428
INC003429,2023-06-07,Closed,P1,US,2023-06-11,4,Desc for INC003429
INC003430,2023-04-22,Closed,P2,US,2023-04-24,2,Desc for INC003430
INC003431,2023-04-12,New,P2,US,,99,Desc for INC003431
INC003432,2022-12-29,New,P3,US,,203,Desc for INC003432
INC003433,2023-03-14,WIP,P3,Europe,,128,Desc for INC003433
INC003434,2023-03-23,Closed,P3,Europe,2023-03-30,7,Desc for INC003434
INC003435,2023-01-20,Closed,P3,Europe,2023-01-20,0,Desc for INC003435
INC003436,2023-01-03,New,P4,Europe,,198,Desc for INC003436
INC003437,2023-03-08,WIP,P2,Asia,,134,Desc for INC003437
INC003438,2023-01-27,WIP,P2,US,,174,Desc for INC003438
INC003439,2023-04-01,New,P4,US,,110,Desc for INC003439
INC003440,2022-12-30,New,P4,US,,202,Desc for INC003440
INC003441,2023-04-15,WIP,P2,Asia,,96,Desc for INC003441
INC003442,2023-04-03,Closed,P4,Asia,2023-04-07,4,Desc for INC003442
INC003443,2023-01-06,WIP,P2,US,,195,Desc for INC003443
INC003444,2023-02-05,Closed,P2,US,2023-02-05,0,Desc for INC003444
INC003445,2023-01-25,New,P2,US,,176,Desc for INC003445
INC003446,2022-12-31,New,P2,US,,201,Desc for INC003446
INC003447,2022-12-13,Closed,P3,Asia,2022-12-15,2,Desc for INC003447
INC003448,2022-12-17,New,P2,US,,215,Desc for INC003448
INC003449,2023-05-29,Closed,P4,US,2023-06-11,13,Desc for INC003449
INC003450,2023-02-16,Closed,P3,Europe,2023-02-16,0,Desc for INC003450
INC003451,2023-02-05,New,P2,US,,165,Desc for INC003451
INC003452,2023-05-01,Closed,P4,US,2023-05-12,11,Desc for INC003452
INC003453,2023-01-27,Closed,P2,US,2023-01-30,3,Desc for INC003453
INC003454,2023-01-29,WIP,P3,US,,172,Desc for INC003454
INC003455,2023-03-02,New,P1,US,,140,Desc for INC003455
INC003456,2023-03-25,New,P2,US,,117,Desc for INC003456
INC003457,2023-05-31,Closed,P1,Europe,2023-06-02,2,Desc for INC003457
INC003458,2023-05-09,New,P4,US,,72,Desc for INC003458
INC003459,2023-02-20,Closed,P2,Asia,2023-03-09,17,Desc for INC003459
INC003460,2023-02-22,WIP,P3,US,,148,Desc for INC003460
INC003461,2023-06-09,Closed,P1,Asia,2023-06-10,1,Desc for INC003461
INC003462,2023-01-30,Closed,P1,US,2023-01-31,1,Desc for INC003462
INC003463,2023-01-30,Closed,P1,Asia,2023-01-30,0,Desc for INC003463
INC003464,2023-02-16,New,P1,US,,154,Desc for INC003464
INC003465,2023-02-20,Closed,P2,Europe,2023-03-04,12,Desc for INC003465
INC003466,2023-02-03,Closed,P4,Asia,2023-02-18,15,Desc for INC003466
INC003467,2023-05-02,Closed,P2,Europe,2023-05-07,5,Desc for INC003467
INC003468,2022-12-04,Closed,P2,US,2022-12-08,4,Desc for INC003468
INC003469,2023-01-20,New,P1,Europe,,181,Desc for INC003469
INC003470,2023-02-05,Closed,P3,US,2023-02-06,1,Desc for INC003470
INC003471,2022-12-11,Closed,P1,Asia,2022-12-12,1,Desc for INC003471
INC003472,2023-03-26,New,P1,US,,116,Desc for INC003472
INC003473,2023-06-06,New,P2,US,,44,Desc for INC003473
INC003474,2023-03-29,WIP,P3,US,,113,Desc for INC003474
INC003475,2023-03-22,WIP,P4,Europe,,120,Desc for INC003475
INC003476,2023-01-02,Closed,P3,US,2023-01-04,2,Desc for INC003476
INC003477,2023-01-04,New,P3,Europe,,197,Desc for INC003477
INC003478,2023-04-28,New,P3,Asia,,83,Desc for INC003478
INC003479,2023-04-03,Closed,P2,US,2023-04-03,0,Desc for INC003479
INC003480,2023-01-31,Closed,P4,US,2023-02-06,6,Desc for INC003480
INC003481,2023-05-21,WIP,P1,US,,60,Desc for INC003481
INC003482,2023-04-07,New,P2,Europe,,104,Desc for INC003482
INC003483,2023-06-07,New,P4,US,,43,Desc for INC003483
INC003484,2023-06-12,WIP,P3,US,,38,Desc for INC003484
INC003485,2022-12-15,Closed,P1,Europe,2022-12-31,16,Desc for INC003485
INC003486,2023-04-02,New,P1,US,,109,Desc for INC003486
INC003487,2023-04-07,New,P4,US,,104,Desc for INC003487
INC003488,2022-11-25,Closed,P3,Europe,2022-11-25,0,Desc for INC003488
INC003489,2023-04-15,WIP,P2,US,,96,Desc for INC003489
INC003490,2023-04-03,New,P4,US,,108,Desc for INC003490
INC003491,2023-02-26,WIP,P1,US,,144,Desc for INC003491
INC003492,2023-01-18,Closed,P1,US,2023-01-19,1,Desc for INC003492
INC003493,2023-04-15,Closed,P2,US,2023-04-23,8,Desc for INC003493
INC003494,2023-01-05,New,P2,US,,196,Desc for INC003494
INC003495,2023-05-01,New,P1,US,,80,Desc for INC003495
INC003496,2023-01-07,New,P4,US,,194,Desc for INC003496
INC003497,2023-02-15,Closed,P2,US,2023-02-20,5,Desc for INC003497
INC003498,2023-04-15,New,P2,Europe,,96,Desc for INC003498
INC003499,2023-01-30,New,P2,Europe,,171,Desc for INC003499
INC003500,2023-04-18,WIP,P1,Europe,,93,Desc for INC003500
INC003501,2023-05-31,New,P2,US,,50,Desc for INC003501
INC003502,2023-03-09,WIP,P3,US,,133,Desc for INC003502
INC003503,2022-12-24,New,P4,US,,208,Desc for INC003503
INC003504,2023-04-09,Closed,P1,Asia,2023-04-09,0,Desc for INC003504
INC003505,2023-03-13,New,P2,US,,129,Desc for INC003505
INC003506,2023-03-18,New,P1,US,,124,Desc for INC003506
INC003507,2022-12-27,Closed,P3,US,2022-12-29,2,Desc for INC003507
INC003508,2023-04-01,New,P1,Europe,,110,Desc for INC003508
INC003509,2023-03-29,Closed,P4,Asia,2023-04-13,15,Desc for INC003509
INC003510,2023-05-22,New,P1,US,,59,Desc for INC003510
INC003511,2023-04-20,WIP,P2,Europe,,91,Desc for INC003511
INC003512,2023-05-07,WIP,P2,US,,74,Desc for INC003512
INC003513,2023-03-17,Closed,P2,US,2023-03-20,3,Desc for INC003513
INC003514,2023-05-17,New,P1,Europe,,64,Desc for INC003514
INC003515,2023-03-19,New,P3,US,,123,Desc for INC003515
INC003516,2023-05-12,New,P1,US,,69,Desc for INC003516
INC003517,2023-02-18,WIP,P4,Asia,,152,Desc for INC003517
INC003518,2023-04-27,Closed,P2,US,2023-04-28,1,Desc for INC003518
INC003519,2023-03-13,New,P4,US,,129,Desc for INC003519
INC003520,2023-01-26,Closed,P3,Europe,2023-01-28,2,Desc for INC003520
INC003521,2023-02-03,New,P3,Asia,,167,Desc for INC003521
INC003522,2023-05-19,Closed,P3,US,2023-05-25,6,Desc for INC003522
INC003523,2023-05-03,Closed,P1,Asia,2023-05-23,20,Desc for INC003523
INC003524,2023-01-02,New,P2,US,,199,Desc for INC003524
INC003525,2023-03-06,New,P3,Asia,,136,Desc for INC003525
INC003526,2023-04-05,Closed,P3,Europe,2023-04-06,1,Desc for INC003526
INC003527,2023-04-13,WIP,P2,US,,98,Desc for INC003527
INC003528,2023-01-12,New,P1,Europe,,189,Desc for INC003528
INC003529,2023-01-06,New,P1,US,,195,Desc for INC003529
INC003530,2023-05-30,New,P2,Europe,,51,Desc for INC003530
INC003531,2022-12-13,New,P1,Europe,,219,Desc for INC003531
INC003532,2023-01-03,Closed,P2,US,2023-01-06,3,Desc for INC003532
INC003533,2023-04-17,Closed,P2,Asia,2023-05-01,14,Desc for INC003533
INC003534,2023-06-06,New,P2,US,,44,Desc for INC003534
INC003535,2023-02-03,Closed,P1,Europe,2023-02-19,16,Desc for INC003535
INC003536,2023-04-16,Closed,P4,US,2023-04-19,3,Desc for INC003536
INC003537,2023-02-13,New,P2,US,,157,Desc for INC003537
INC003538,2022-12-10,WIP,P1,US,,222,Desc for INC003538
INC003539,2023-01-06,Closed,P4,Asia,2023-01-13,7,Desc for INC003539
INC003540,2023-05-28,Closed,P2,US,2023-05-28,0,Desc for INC003540
INC003541,2023-05-30,New,P4,US,,51,Desc for INC003541
INC003542,2023-01-25,Closed,P1,Asia,2023-02-05,11,Desc for INC003542
INC003543,2023-03-05,Closed,P1,US,2023-03-09,4,Desc for INC003543
INC003544,2023-02-27,New,P4,US,,143,Desc for INC003544
INC003545,2023-02-14,Closed,P2,US,2023-02-26,12,Desc for INC003545
INC003546,2023-01-21,WIP,P2,US,,180,Desc for INC003546
INC003547,2023-03-01,Closed,P2,US,2023-03-08,7,Desc for INC003547
INC003548,2023-04-05,Closed,P3,US,2023-04-14,9,Desc for INC003548
INC003549,2022-11-28,WIP,P4,Europe,,234,Desc for INC003549
INC003550,2023-03-25,New,P1,Europe,,117,Desc for INC003550
INC003551,2023-05-06,Closed,P1,US,2023-05-16,10,Desc for INC003551
INC003552,2023-03-30,WIP,P2,US,,112,Desc for INC003552
INC003553,2022-12-24,New,P2,US,,208,Desc for INC003553
INC003554,2022-12-27,New,P4,Europe,,205,Desc for INC003554
INC003555,2023-03-16,Closed,P1,US,2023-03-24,8,Desc for INC003555
INC003556,2022-12-10,New,P4,US,,222,Desc for INC003556
INC003557,2023-04-21,Closed,P3,US,2023-05-03,12,Desc for INC003557
INC003558,2023-02-22,New,P3,Asia,,148,Desc for INC003558
INC003559,2022-12-08,Closed,P1,Europe,2022-12-08,0,Desc for INC003559
INC003560,2023-05-01,New,P2,US,,80,Desc for INC003560
INC003561,2023-04-12,WIP,P3,US,,99,Desc for INC003561
INC003562,2022-11-30,New,P1,US,,232,Desc for INC003562
INC003563,2023-01-08,WIP,P2,Asia,,193,Desc for INC003563
INC003564,2022-12-28,New,P4,US,,204,Desc for INC003564
INC003565,2023-02-21,WIP,P2,US,,149,Desc for INC003565
INC003566,2023-04-19,WIP,P3,US,,92,Desc for INC003566
INC003567,2022-12-22,New,P2,US,,210,Desc for INC003567
INC003568,2022-12-31,Closed,P2,Europe,2023-01-02,2,Desc for INC003568
INC003569,2023-01-12,WIP,P1,US,,189,Desc for INC003569
INC003570,2023-02-15,Closed,P2,US,2023-02-21,6,Desc for INC003570
INC003571,2023-02-04,WIP,P4,US,,166,Desc for INC003571
INC003572,2023-02-18,New,P2,Asia,,152,Desc for INC003572
INC003573,2023-05-14,New,P4,US,,67,Desc for INC003573
INC003574,2023-02-10,Closed,P4,Europe,2023-02-21,11,Desc for INC003574
INC003575,2023-02-27,WIP,P3,Asia,,143,Desc for INC003575
INC003576,2022-11-29,Closed,P2,US,2022-12-07,8,Desc for INC003576
INC003577,2023-04-11,New,P4,Asia,,100,Desc for INC003577
INC003578,2023-02-20,WIP,P2,US,,150,Desc for INC003578
INC003579,2023-01-25,WIP,P2,Europe,,176,Desc for INC003579
INC003580,2023-02-05,New,P2,Europe,,165,Desc for INC003580
INC003581,2023-03-14,Closed,P1,US,2023-03-22,8,Desc for INC003581
INC003582,2023-05-08,WIP,P4,Asia,,73,Desc for INC003582
INC003583,2023-04-24,WIP,P2,US,,87,Desc for INC003583
INC003584,2023-03-13,New,P3,US,,129,Desc for INC003584
INC003585,2023-06-09,New,P3,Europe,,41,Desc for INC003585
INC003586,2023-02-01,New,P1,US,,169,Desc for INC003586
INC003587,2022-11-30,New,P3,Asia,,232,Desc for INC003587
INC003588,2023-02-09,Closed,P2,Asia,2023-02-10,1,Desc for INC003588
INC003589,2023-02-03,Closed,P2,US,2023-02-13,10,Desc for INC003589
INC003590,2023-03-01,Closed,P1,Europe,2023-03-02,1,Desc for INC003590
INC003591,2023-01-22,New,P3,US,,179,Desc for INC003591
INC003592,2023-01-01,Closed,P3,US,2023-01-02,1,Desc for INC003592
INC003593,2023-01-25,Closed,P4,Asia,2023-01-26,1,Desc for INC003593
INC003594,2023-01-09,WIP,P2,Asia,,192,Desc for INC003594
INC003595,2023-02-05,WIP,P4,Europe,,165,Desc for INC003595
INC003596,2023-01-21,New,P2,US,,180,Desc for INC003596
INC003597,2023-04-30,WIP,P2,US,,81,Desc for INC003597
INC003598,2023-05-14,Closed,P4,Asia,2023-05-24,10,Desc for INC003598
INC003599,2022-11-26,Closed,P2,US,2022-11-29,3,Desc for INC003599
INC003600,2023-05-20,New,P2,US,,61,Desc for INC003600
INC003601,2022-12-06,Closed,P4,Europe,2022-12-11,5,Desc for INC003601
INC003602,2023-02-15,WIP,P3,US,,155,Desc for INC003602
INC003603,2023-03-21,Closed,P4,US,2023-03-23,2,Desc for INC003603
INC003604,2023-05-21,Closed,P3,US,2023-05-23,2,Desc for INC003604
INC003605,2023-01-30,Closed,P4,US,2023-02-06,7,Desc for INC003605
INC003606,2022-12-02,New,P1,Europe,,230,Desc for INC003606
INC003607,2023-04-06,New,P1,US,,105,Desc for INC003607
INC003608,2023-05-18,Closed,P2,US,2023-06-04,17,Desc for INC003608
INC003609,2022-12-13,New,P4,Asia,,219,Desc for INC003609
INC003610,2022-12-17,New,P2,Asia,,215,Desc for INC003610
INC003611,2023-05-30,WIP,P1,US,,51,Desc for INC003611
INC003612,2023-02-09,WIP,P2,US,,161,Desc for INC003612
